time (s),Frequency (Hz),Flux (mJy),Flux error
298553.86656823586,4800000000.0,0.2768678884854673,0.1685037306436624
262117.71743543036,4800000000.0,0.26171962834236806,0.14333513662645855
501214.4394763295,4800000000.0,0.19329745561792988,0.07275541777036834
234185.51365106585,4800000000.0,0.2160939499772666,0.11076813823006375
316868.0285142569,8600000000.0,0.22986653365030774,0.12548396370230994
573906.9594559819,8600000000.0,0.07386319592988833,0.034014028431642314
396121.90953388653,8600000000.0,0.19891261571502022,0.03931400334534963
287344.5458654653,8600000000.0,0.26352526145872385,0.11108919515685131
202158.3826013217,372000000000000.0,0.0007113003424978783,0.00014126681665681517
47441.568327560555,372000000000000.0,0.004164727495579755,0.0002562632006492841
332590.8949401574,372000000000000.0,0.00024102676929198383,3.2669848888404044e-05
90054.38112901013,372000000000000.0,0.0023806273107811063,0.00023366148254886406
145395.94407944797,372000000000000.0,0.0011728606511858131,5.9064597041252404e-05
306926.16207222367,372000000000000.0,0.00030960509506683506,4.038914359692326e-05
147584.84608682487,372000000000000.0,0.001270169940927923,0.0001325357155630659
15407.543308399248,372000000000000.0,0.013994459312727846,0.0010920049432438176
77902.23438052219,372000000000000.0,0.002512868292728607,0.00023294708108970828
92756.43405459475,372000000000000.0,0.00241566631140209,0.0002766974181215869
98700.92517386544,372000000000000.0,0.002065056566181419,0.00013506769273510612
124762.90853918648,372000000000000.0,0.001490772895539371,5.156125333020642e-05
24353.085807727148,372000000000000.0,0.009338925810387139,0.0009481169214024351
140756.68950091064,372000000000000.0,0.0012943128020343297,9.591831576256296e-05
194199.0982310164,372000000000000.0,0.0007989402155055492,6.704206256343017e-05
65659.88156725421,372000000000000.0,0.0031216998607336978,0.00031425329570973487
199308.90090141213,372000000000000.0,0.0007155823221797439,9.199856763101124e-05
258227.7685534003,372000000000000.0,0.0004878535471177429,5.4191744071312326e-05
101523.96456032878,372000000000000.0,0.00220694359844754,0.0003728465580899833
186302.60745277602,372000000000000.0,0.0008170705730950011,0.00011549295115686036
122262.22090754285,372000000000000.0,0.0016115938093993708,0.00023109462010819658
95655.68025423534,372000000000000.0,0.0020842125274053657,0.0003528393948294576
68072.03687298477,372000000000000.0,0.003219345768082068,0.0005958856281668527
113143.35750308137,372000000000000.0,0.0016268743386376528,7.358209019472506e-05
160630.8759489914,372000000000000.0,0.0010245436489380113,0.00014067740078053194
248642.64748630533,372000000000000.0,0.0004873670047212003,6.471620378557372e-05
576483.3275534704,372000000000000.0,5.984136192734702e-05,4.989903277948208e-06
56432.73273396083,372000000000000.0,0.003565460663779168,0.00029890376406876073
434037.6005227637,372000000000000.0,0.00012677392200396694,2.432597630098635e-05
154351.1744638721,372000000000000.0,0.0012263694947933575,0.0002240721833955453
104223.5400197226,372000000000000.0,0.0020543645700159254,0.0001626989523262659
65185.00583472836,372000000000000.0,0.0032109316832900987,0.0001346402520679327
103653.60203023603,372000000000000.0,0.00202678711717754,0.0002586400715208025
69041.41557578514,372000000000000.0,0.003046284160107599,0.00032556578747074697
74601.76032364,372000000000000.0,0.002728471694533267,0.0002294179504053023
53948.63399792217,372000000000000.0,0.0036745692401185994,0.00045895896253663013
48902.17736383297,372000000000000.0,0.004346987006589602,2.5501398976770877e-05
84716.46062983996,372000000000000.0,0.002279056251219647,0.00013146768736684882
81036.87760833693,372000000000000.0,0.0024813832847367535,0.00026294129766679344
69591.42152383683,372000000000000.0,0.002864373866377234,0.00037068975716577935
105116.97239905101,455000000000000.0,0.0016030369901909318,0.00014725982198753658
12048.043349662128,455000000000000.0,0.015311077464763201,0.0016486114678384036
215194.06869730377,455000000000000.0,0.0006479400256735724,7.005726806269235e-05
236883.03216976172,455000000000000.0,0.0004571037292883575,7.249074056584083e-05
649315.5984860667,455000000000000.0,3.614337949254842e-05,2.2651178985095793e-06
67552.03227435854,455000000000000.0,0.0025756685461674664,0.00014385056471782022
44685.94477359937,455000000000000.0,0.0042204289982545225,0.00021590108541827107
62701.573799202764,455000000000000.0,0.003229102024806851,0.00027468934513262755
202891.56507758325,455000000000000.0,0.0007099201904368115,2.0711798444853232e-05
